PubID,Name,Company_Name,Address,City,State,Zip,Telephone,Fax,Comments,SSMA_TimeStamp
233,PTR PRENTICE HALL,PTR PRENTICE HALL,15 Columbus Cir.,New York,NY,10023,800-922-0579,,,System.Byte[]
234,C A B INTL,C A B INTL,,,,,,,,System.Byte[]
235,CRC,CRC PR,,,,,,,,System.Byte[]
236,GALE RESEARCH,GALE RESEARCH,835 Penobscot Bldg,Detroit,MI,48226-4094,313-961-2242,313-961-6083,,System.Byte[]
237,ILLINOIS STATE MUSEUM,ILLINOIS STATE MUSEUM,State University Plaza,Albany,NY,12246-0001,,,,System.Byte[]
238,PERIGEE,PERIGEE,,,,,,,,System.Byte[]
239,ORGANISATION FOR ECONOMIC,ORGANISATION FOR ECONOMIC,,,,,,,,System.Byte[]
240,SILICON,SILICON PR,,,,,,,,System.Byte[]
241,LEWIS,LEWIS PUB,,,,,,,,System.Byte[]
242,AARP,AMER ASSN OF RETIRED PERSONS,,,,,,,,System.Byte[]
243,SOUTH ASIA,SOUTH ASIA BOOKS,,,,,,,,System.Byte[]
244,ASHGATE,ASHGATE PUB CO,,,,,,,,System.Byte[]
245,E S I,E S I PUBNS,,,,,,,,System.Byte[]
246,IEEE,IEEE,10662 Los Vaqueros Circle,Los Alamitos,CA,90720,800-272-6657,714-821-4010,PROFESSIONAL BOOKS ASSOCIATION PRESSES SCHOLARLY BOOKS SUBSCRIPTION AND MAIL ORDER BOOKS VIDEO CASSETTES TEXTBOOKS - COLLEGE VIDEO CASSETTES 
COMPUTER SCIENCE, DATA PROCESSING 
ELECTRONICS, ELECTRICAL ENGINEERING 
INDUSTRIAL, TECHNOLOGY 
ENGINEERING (GENERAL),System.Byte[]
247,GOVERNMENT INST,GOVERNMENT INST,,,,,,,,System.Byte[]
248,NATL FEDERATION OF ABSTRACTING,NATL FEDERATION OF ABSTRACTING,,,,,,,,System.Byte[]
249,BOYD CO,BOYD CO,20 Park Place., Suite 1405,Boston,MA,02116,617-426-2292,,,System.Byte[]
250,Hurson, A. R.,Hurson, A. R.,,,,,,,,System.Byte[]
251,ONLINE,ONLINE PR,,,,,,,,System.Byte[]
252,LIBRARIES UNLIMITED,LIBRARIES UNLIMITED,,,,,,,,System.Byte[]
253,Rand,Rand,,,,,,,,System.Byte[]
254,MARKUS WIENER,MARKUS WIENER PUB,,,,,,,,System.Byte[]
255,EDITIONS,EDITIONS RODOPI,,,,,,,,System.Byte[]
256,RESTON,RESTON PUB CO,,,,,,,,System.Byte[]
257,BAKER & TAYLOR PROMOTIONAL,BAKER & TAYLOR PROMOTIONAL,,,,,,,,System.Byte[]
258,DRYDEN,DRYDEN PR,,,,,,,,System.Byte[]
259,PARADIGM,PARADIGM PUB INTL,,,,,,,,System.Byte[]
260,CORONET BOOKS,CORONET BOOKS,,,,,,,,System.Byte[]
261,ONLINE,ONLINE,,,,,,,,System.Byte[]
262,G K HALL & CO,G K HALL & CO,,,,,,,,System.Byte[]
263,NATL APPLE WORKS USERS GROUP,NATL APPLE WORKS USERS GROUP,,,,,,,,System.Byte[]
264,REGENTS/PRENTICE HALL,REGENTS/PRENTICE HALL,Rte. 9W,Englewood Cliffs,NJ,07632,,,,System.Byte[]
265,NATL BOOK NETWORK (PROFESSIONAL),NATL BOOK NETWORK (PROFESSIONAL),,,,,,,,System.Byte[]
266,GIS WORLD,GIS WORLD,,,,,,,,System.Byte[]
267,MANCHESTER UNIV PR,MANCHESTER UNIV PR,,,,,,,,System.Byte[]
268,MCGRAW HILL,MCGRAW HILL BOOK CO LTD,,,,,,,,System.Byte[]
269,AMER SOCIETY FOR TESTING &,AMER SOCIETY FOR TESTING &,,,,,,,,System.Byte[]
270,COMPUTERIZED PRICING SYSTEMS,COMPUTERIZED PRICING SYSTEMS,,,,,,,,System.Byte[]
271,BAKER & TAYLOR,BAKER & TAYLOR CO,,,,,,,,System.Byte[]
272,STATE UNIV OF NEW YORK,STATE UNIV OF NEW YORK PR,State University Plaza,Albany,NY,12246-0001,,,,System.Byte[]
273,ELLIS HORWOOD,ELLIS HORWOOD LTD,,,,,,,,System.Byte[]
274,NEW IN CHESS,NEW IN CHESS,P.O. Box 90, 11711 N. College Ave.,Carmel,IN,46032,,,,System.Byte[]
275,CAS EDUCATION,CAS EDUCATION GROUP,,,,,,,,System.Byte[]
276,SOCIETY OF PHOTO OPTICAL,SOCIETY OF PHOTO OPTICAL,,,,,,,,System.Byte[]
277,MICROTREND,MICROTREND,165 Vallecitos de Oros,San Marcos,CA  ,92069-1436,619-744-2299,,,System.Byte[]
278,COMPUTE,COMPUTE,,,,,,,,System.Byte[]
279,FOOD & AGRICULTURE,FOOD & AGRICULTURE ORG,,,,,,,,System.Byte[]
280,AMER MEDICAL ASSN,AMER MEDICAL ASSN,,,,,,,,System.Byte[]
281,INDEX PUB GROUP,INDEX PUB GROUP,,,,,,,,System.Byte[]
282,ERIC CLEARINGHOUSE ON READING,ERIC CLEARINGHOUSE ON READING,,,,,,,,System.Byte[]
283,NATIONAL ASSN OF INSURANCE,NATIONAL ASSN OF INSURANCE,,,,,,,,System.Byte[]
284,WORLD RESOURCES INST,WORLD RESOURCES INST,,,,,,,,System.Byte[]
285,ELSEVIER SCIENCE LTD,ELSEVIER SCIENCE LTD,,,,,,,,System.Byte[]
286,BEGELL HOUSE,BEGELL HOUSE,,,,,,,,System.Byte[]
287,WILEY LAW,WILEY LAW PUBNS,605 Third Ave,New York,NY,10158,212-850-6000,212-850-6088 ,DATABASES MICROCOMPUTER SOFTWARE PAPERBACK BOOKS - TRADE TEXTBOOKS - COLLEGE DICTIONARIES, ENCYCLOPEDIAS PERIODICALS 
PROFESSIONAL BOOKS 
SCIENCE (GENERAL) 
BUSINESS 
SOCIAL SCIENCES AND SOCIOLOGY 
COMPUTER SCIENCE, DATA PROCESSING 
ENGINEERING (GENERAL),System.Byte[]
288,OCLC,OCLC,,,,,,,,System.Byte[]
289,ASHTON TATE,ASHTON TATE,,,,,,,,System.Byte[]
290,MOSBY,MOSBY-YEAR BOOK,,,,,,,,System.Byte[]
291,D C HEATH,D C HEATH & CO,,,,,,,,System.Byte[]
292,POLICY STUDIES ASSOC,POLICY STUDIES ASSOC,,,,,,,,System.Byte[]
293,PLENUM,PLENUM PUB CORP,,,,,,,,System.Byte[]
294,LEWIS OSBORNE,LEWIS OSBORNE BOOK PUB,2600 Tenth St.,Berkeley,CA,94710,800-227-0900,,,System.Byte[]
295,PARADIGM,PARADIGM PUB,,,,,,,,System.Byte[]
296,SUMMER INST OF LINGUISTICS,SUMMER INST OF LINGUISTICS,,,,,,,,System.Byte[]
297,NATL BUSINESS EDUCATION ASSN,NATL BUSINESS EDUCATION ASSN,1818 Ridge Rd.,Homewood,IL,60430,708-798-6000,,,System.Byte[]
298,KNOWLEDGE INDUSTRY,KNOWLEDGE INDUSTRY PUBNS,,,,,,,,System.Byte[]
299,THE MINERALS METALS & MATERIALS,THE MINERALS METALS & MATERIALS,,,,,,,,System.Byte[]
300,SPORT INFO RESOURCE CENTRE,SPORT INFO RESOURCE CENTRE,,,,,,,,System.Byte[]
301,FRANKLIN WATTS,FRANKLIN WATTS,,,,,,,,System.Byte[]
302,HBJ COLLEGE,HBJ COLLEGE & SCHOOL DIV,,,,,,,,System.Byte[]
303,PAPERBACK SOFTWARE,PAPERBACK SOFTWARE INTL,,,,,,,,System.Byte[]
304,INST OF INDUSTRIAL ENGINEERS,INST OF INDUSTRIAL ENGINEERS,,,,,,,,System.Byte[]
305,HEINLE & HEINLE,HEINLE & HEINLE PUB,,,,,,,,System.Byte[]
306,ERIC CLEARINGHOUSE ON INFORMATION,ERIC CLEARINGHOUSE ON INFORMATION,,,,,,,,System.Byte[]
307,COMPREHENSIVE INFO SCIENCES,COMPREHENSIVE INFO SCIENCES,,,,,,,,System.Byte[]
308,DRUG INFORMATION SERVICES,DRUG INFORMATION SERVICES,,,,,,,,System.Byte[]
309,BROOKFIELD,BROOKFIELD PUB CO,,,,,,,,System.Byte[]
310,SOYFOODS CENTER,SOYFOODS CENTER,,,,,,,,System.Byte[]
311,WORLD WILDLIFE FUND,WORLD WILDLIFE FUND,,,,,,,,System.Byte[]
312,SCHOLIUM INTL,SCHOLIUM INTL,,,,,,,,System.Byte[]
313,GULF PUB,GULF PUB CO,,,,,,,,System.Byte[]
314,CATALYST,CATALYST,,,,,,,,System.Byte[]
315,CULTURAL RESOURCE,CULTURAL RESOURCE,,,,,,,,System.Byte[]
316,PUB GROUP WEST,PUB GROUP WEST,P.O. Box 64256, 50 W. Kellogg Blvd.,St. Paul,MN,55164-0526,,,,System.Byte[]
317,Longwood,Longwood,,,,,,,,System.Byte[]
318,PETROCELLI,PETROCELLI BOOKS,,,,,,,,System.Byte[]
319,LIBRARY ASSN,LIBRARY ASSN PUB LTD,,,,,,,,System.Byte[]
320,SLAWSON COMMUNICATIONS,SLAWSON COMMUNICATIONS,165 Vallecitos de Oro,San Marcos,CA,92069-1436,800-752-9766,619-744-0424 ,,System.Byte[]
321,MERRILL,MERRILL PUB CO,,,,,,,,System.Byte[]
322,INFORMATION SOURCES,INFORMATION SOURCES,,,,,,,,System.Byte[]
323,UNIPUB,UNIPUB,4611-F Assembly Dr.,Lanham,MD,20706-4391,,,,System.Byte[]
324,GLOBAL ENGINEERING,GLOBAL ENGINEERING,,,,,,,,System.Byte[]
325,NATL TECHNICAL INFORMATION,NATL TECHNICAL INFORMATION,,,,,,,,System.Byte[]
326,NATL CENTER FOR CHILDREN,NATL CENTER FOR CHILDREN,,,,,,,,System.Byte[]
327,MIKE MURACH & ASSOC,MIKE MURACH & ASSOC,,,,,,,,System.Byte[]
328,ALFRED WALLER,ALFRED WALLER LTD,,,,,,,,System.Byte[]
329,AMER SOCIETY OF MECHANICAL,AMER SOCIETY OF MECHANICAL,,,,,,,,System.Byte[]
330,PRACTICE MANAGEMENT INFO CORP_,PRACTICE MANAGEMENT INFO CORP_,,,,,,,,System.Byte[]
331,MUSIC LIBRARY ASSN,MUSIC LIBRARY ASSN,,,,,,,,System.Byte[]
332,SAS INST,SAS INST,,,,,,,,System.Byte[]
333,ARMSTRONG,ARMSTRONG PUB CO,,,,,,,,System.Byte[]
334,ERIC CLEARINGHOUSE ON RURAL,ERIC CLEARINGHOUSE ON RURAL,,,,,,,,System.Byte[]
335,AMER PSYCHOLOGICAL ASSN,AMER PSYCHOLOGICAL ASSN,595 Blossom Rd.,Rochester,NY,14610,716-482-7700,,,System.Byte[]
336,ELSEVIER APPLIED SCIENCE,ELSEVIER APPLIED SCIENCE,,,,,,,,System.Byte[]
337,BUSINESS ONE IRWIN COMPUTER,BUSINESS ONE IRWIN COMPUTER,4 Gentry St.,Baldwinsville,NY,13027,315-638-0175,,,System.Byte[]
338,P C INFORMATION GROUP,P C INFORMATION GROUP,,,,,,,,System.Byte[]
339,DAVID FULTON,DAVID FULTON PUB,,,,,,,,System.Byte[]
340,AMER DIETETIC,AMER DIETETIC ASSN,,,,,,,,System.Byte[]
341,GREENWOOD,GREENWOOD PUB GROUP,,,,,,,,System.Byte[]
342,UNIV OF ILLINOIS GRADUATE,UNIV OF ILLINOIS GRADUATE,,,,,,,,System.Byte[]
343,MANSELL,MANSELL,,,,,,,,System.Byte[]
344,BIOSCIENCES INFORMATION,BIOSCIENCES INFORMATION,,,,,,,,System.Byte[]
345,XYZYX INFORMATION CORP,XYZYX INFORMATION CORP,,,,,,,,System.Byte[]
346,SCOTT FORESMAN TRADE,SCOTT FORESMAN TRADE,1900 E. Lake Ave.,Glenview,IL,60025,,,,System.Byte[]
347,FINANCIAL SOURCEBOOKS,FINANCIAL SOURCEBOOKS,,,,,,,,System.Byte[]
348,SCOTT FORESMAN & CO,SCOTT FORESMAN & CO,1900 E. Lake Ave.,Glenview,IL,60025,,,,System.Byte[]
349,TEC SPEC,TEC SPEC,,,,,,,,System.Byte[]
350,INFORMATION ACCESS,INFORMATION ACCESS CORP,,,,,,,,System.Byte[]
351,RAPID SYSTEMS DEVELOPMENT,RAPID SYSTEMS DEVELOPMENT,211 W. 56th St., Suite 29H,New York,NY,10019-4323,,,,System.Byte[]
352,SUMERIA,SUMERIA,,,,,,,,System.Byte[]
353,NOYES,NOYES PUBNS,,,,,,,,System.Byte[]
354,INFOSOURCES,INFOSOURCES PUB,,,,,,,,System.Byte[]
355,TRANSACTION,TRANSACTION PUB,,,,,,,,System.Byte[]
356,INTUSOFT,INTUSOFT,,,,,,,,System.Byte[]
357,ALLEGRO NEW MEDIA,ALLEGRO NEW MEDIA,P.O. Box 90, 11711 N. College Ave.,Carmel,IN,46032,,,,System.Byte[]
358,MICROREF,MICROREF EDUC SYSTEMS,,,,,,,,System.Byte[]
359,SOCIETY FOR MINING METALLURGY,SOCIETY FOR MINING METALLURGY,,,,,,,,System.Byte[]
360,WEST VIRGINIA UNIV,WEST VIRGINIA UNIV PR,P.O. Box 64256, 50 W. Kellogg Blvd.,St. Paul,MN,55164-0526,,,,System.Byte[]
361,INSTANT INFO,INSTANT INFO,,,,,,,,System.Byte[]
362,ACCESS,ACCESS PUB,,,,,,,,System.Byte[]
363,DESIGN,DESIGN PR,,,,,,,,System.Byte[]
364,MANAGEMENT ROUNDTABLE,MANAGEMENT ROUNDTABLE,P.O. Box 40,Blue Ridge Summit,PA,17294-0850,800-822-8138,717-794-2080,,System.Byte[]
365,PERGAMON,PERGAMON JOURNALS,,,,,,,,System.Byte[]
366,ARNOLD BECKWITH,ARNOLD BECKWITH PUBNS,,,,,,,,System.Byte[]
367,CONSUMERTRONICS,CONSUMERTRONICS CO,,,,,,,,System.Byte[]
368,GORDON & BREACH SCIENCE,GORDON & BREACH SCIENCE PUB,,,,,,,,System.Byte[]
369,ADARE PUB,ADARE PUB,,,,,,,,System.Byte[]
370,WHITE SOUND,WHITE SOUND PR,,,,,,,,System.Byte[]
371,BOXES & ARROWS,BOXES & ARROWS,,,,,,,,System.Byte[]
372,COMPUTER RESEARCH CORP,COMPUTER RESEARCH CORP,,,,,,,,System.Byte[]
373,MAGELLAN,MAGELLAN BOOK CO,,,,,,,,System.Byte[]
374,G E DATEL,G E DATEL,,,,,,,,System.Byte[]
375,CROWN,CROWN PUB,,,,,,,,System.Byte[]
376,AMER SOCIETY OF SAFETY ENGRS,AMER SOCIETY OF SAFETY ENGRS,,,,,,,,System.Byte[]
377,FRENCH & EUROPEAN,FRENCH & EUROPEAN PUBNS,,,,,,,,System.Byte[]
378,RESEARCH LIBRARIES GROUP,RESEARCH LIBRARIES GROUP,,,,,,,,System.Byte[]
379,PIPPIN,PIPPIN PUB,,,,,,,,System.Byte[]
380,UNIV OF NEW HAVEN,UNIV OF NEW HAVEN PR,P.O. Box 90, 11711 N. College Ave.,Carmel,IN,46032,,,,System.Byte[]
381,PETRO WAY,PETRO WAY,,,,,,,,System.Byte[]
382,AMECO,AMECO PUB CORP,,,,,,,,System.Byte[]
383,CUADRA/ELSEVIER,CUADRA/ELSEVIER,,,,,,,,System.Byte[]
384,WORLDCOMM,WORLDCOMM PR,,,,,,,,System.Byte[]
385,WHITESTONE,WHITESTONE,,,,,,,,System.Byte[]
386,AMER GLOBAL PUB,AMER GLOBAL PUB,,,,,,,,System.Byte[]
387,INTL BROADCASTING SERV,INTL BROADCASTING SERV,,,,,,,,System.Byte[]
388,BALLANTINE,BALLANTINE BOOKS (TRD PAP),,,,,,,,System.Byte[]
389,UMI RESEARCH,UMI RESEARCH PR,,,,,,,,System.Byte[]
390,DUCKWORTH,DUCKWORTH PR,,,,,,,,System.Byte[]
391,CREATIVE COMPUTING,CREATIVE COMPUTING PR,,,,,,,,System.Byte[]
392,HANSER VERLAG,HANSER VERLAG,,,,,,,,System.Byte[]
393,ARRAYS,ARRAYS,,,,,,,,System.Byte[]
394,SIMON & SCHUSTER,SIMON & SCHUSTER SOFTWARE,,,,,,,,System.Byte[]
395,AVON,AVON BOOKS,,,,,,,,System.Byte[]
396,LEARNED INFORMATION,LEARNED INFORMATION,,,,,,,,System.Byte[]
397,RAIMA,RAIMA CORP,,,,,,,,System.Byte[]
398,CANADIAN GOVERNMENT,CANADIAN GOVERNMENT PUB CENTER,,,,,,,,System.Byte[]
399,DILITHIUM,DILITHIUM PR,,,,,,,,System.Byte[]
400,ALFRED,ALFRED PUB CO,,,,,,,,System.Byte[]
401,PACIFIC INFORMATION,PACIFIC INFORMATION,,,,,,,,System.Byte[]
402,SOFTWARE DIGEST,SOFTWARE DIGEST,,,,,,,,System.Byte[]
403,NEW AMERICAN LIBRARY TRADE,NEW AMERICAN LIBRARY TRADE,P.O. Box 90, 11711 N. College Ave.,Carmel,IN,46032,,,,System.Byte[]
404,SILVER BURDETT,SILVER BURDETT PR,,,,,,,,System.Byte[]
405,EAST-WEST CENTER,EAST-WEST CENTER,P.O. Box 64256, 50 W. Kellogg Blvd.,St. Paul,MN,55164-0526,,,,System.Byte[]
406,TOTAL CONCEPTS,TOTAL CONCEPTS,,,,,,,,System.Byte[]
407,AMER INST OF CHEMICAL ENGINEERS,AMER INST OF CHEMICAL ENGINEERS,,,,,,,,System.Byte[]
408,NATL ASSESSMENT,NATL ASSESSMENT,,,,,,,,System.Byte[]
409,VANCE BIBLIOGRAPHIES,VANCE BIBLIOGRAPHIES,,,,,,,,System.Byte[]
410,INFORMATION INDUSTRY,INFORMATION INDUSTRY ASSN,,,,,,,,System.Byte[]
411,MANAGEMENT CONTENTS,MANAGEMENT CONTENTS,,,,,,,,System.Byte[]
412,MANAGEMENT ADVISORY PUBNS,MANAGEMENT ADVISORY PUBNS,,,,,,,,System.Byte[]
413,WEBER SYSTEMS,WEBER SYSTEMS,,,,,,,,System.Byte[]
414,D REIDEL,D REIDEL PUB CO,,,,,,,,System.Byte[]
415,UNIV MICROFILMS______________,UNIV MICROFILMS______________,,,,,,,,System.Byte[]
416,MOUNTAIN HOUSE,MOUNTAIN HOUSE PUB,,,,,,,,System.Byte[]
417,NATL BIOMEDICAL RESEARCH,NATL BIOMEDICAL RESEARCH,,,,,,,,System.Byte[]
418,AMACOM BOOK DIVISION,AMACOM BOOK DIVISION,,,,,,,,System.Byte[]
419,AFIPS PR,AFIPS PR,,,,,,,,System.Byte[]
420,MOFFAT,MOFFAT PUB CO,,,,,,,,System.Byte[]
421,MUSEUM OF AFRICAN ART,MUSEUM OF AFRICAN ART,,,,,,,,System.Byte[]
422,DLAW,DLAW PUBNS,,,,,,,,System.Byte[]
423,MORAGA,MORAGA PR,,,,,,,,System.Byte[]
424,RANDOM HOUSE,RANDOM HOUSE (PAPER),,,,,,,,System.Byte[]
425,REFERENCE,REFERENCE PR,,,,,,,,System.Byte[]
426,ALBION,ALBION BOOKS,,,,,,,,System.Byte[]
427,HAWORTH,HAWORTH PR,,,,,,,,System.Byte[]
428,Kluwer Law International,Kluwer Law International,,,,,,,,System.Byte[]
429,MAYFIELD,MAYFIELD PUB CO,,,,,,,,System.Byte[]
430,H M GOUSHA,H M GOUSHA,,,,,,,,System.Byte[]
431,SIGNET,SIGNET,,,,,,,,System.Byte[]
432,WOBURN PR,WOBURN PR,,,,,,,,System.Byte[]
433,PLUTO,PLUTO PR,,,,,,,,System.Byte[]
434,MOUNTAINEERS,MOUNTAINEERS BOOKS,,,,,,,,System.Byte[]
435,BRADFORDS,BRADFORDS DIRECTORY,,,,,,,,System.Byte[]
436,VILLARD,VILLARD BOOKS,,,,,,,,System.Byte[]
437,NICHOLS,NICHOLS PUB CO,,,,,,,,System.Byte[]
438,RUTGERS UNIV,RUTGERS UNIV PR,,,,,,,,System.Byte[]
439,BASIC BOOKS,BASIC BOOKS,,,,,,,,System.Byte[]
440,CELEBRITY ACCESS,CELEBRITY ACCESS,,,,,,,,System.Byte[]
441,JOSSEY-BASS,JOSSEY-BASS PUB,,,,,,,,System.Byte[]
442,MARTINUS NIJHOFF,MARTINUS NIJHOFF,,,,,,,,System.Byte[]
443,Network Development,Network Development and Marc Standards Office Library of Co,,,,,,,,System.Byte[]
444,Radcliffe Medica,Radcliffe Medical Press,,,,,,,,System.Byte[]
445,CONGRESSIONAL QUARTERLY,CONGRESSIONAL QUARTERLY,,,,,,,,System.Byte[]
446,BONUS,BONUS BOOKS,,,,,,,,System.Byte[]
447,BOOKWORLD SERVICES,BOOKWORLD SERVICES,,,,,,,,System.Byte[]
448,PROJECT STUDIO,PROJECT STUDIO PR,,,,,,,,System.Byte[]
449,PENTON OVERSEAS,PENTON OVERSEAS,,,,,,,,System.Byte[]
450,SIMPLEX PUBN,SIMPLEX PUBN,,,,,,,,System.Byte[]
451,URBAN,URBAN INST PR,,,,,,,,System.Byte[]
452,Dryden,Dryden Press,,,,,,,,System.Byte[]
453,SEVEN HILLS,SEVEN HILLS BOOKS,,,,,,,,System.Byte[]
454,LIBROS MCGRAW/HILL,LIBROS MCGRAW/HILL,,,,,,,,System.Byte[]
455,ACR,AMER COLLEGE OF RADIOLOGY,,,,,,,,System.Byte[]
456,UNIV OF MICHIGAN MUSEUM,UNIV OF MICHIGAN MUSEUM,,,,,,,,System.Byte[]
457,STEVE DAVIS,STEVE DAVIS PUB,,,,,,,,System.Byte[]
458,ASHTON LEARNING SYSTEM,ASHTON LEARNING SYSTEM,,,,,,,,System.Byte[]
459,COURSE TECHNOLOGY,COURSE TECHNOLOGY,,,,,,,,System.Byte[]
460,EDUCATIONAL SYSTEMS,EDUCATIONAL SYSTEMS,,,,,,,,System.Byte[]
461,CHILTON,CHILTON BOOK CO,,,,,,,,System.Byte[]
462,SHAMROCK,SHAMROCK PR,,,,,,,,System.Byte[]
463,BOB ADAMS,BOB ADAMS,,,,,,,,System.Byte[]
464,M-USA BUS SYSTEMS,M-USA BUS SYSTEMS,,,,,,,,System.Byte[]
465,BLACKWELL SCIENCE,BLACKWELL SCIENCE INC,3 Cambridge Ctr., Suite 208,Cambridge,MA ,02142,617-225-0401,,,System.Byte[]
466,MACROBIT,MACROBIT CORP,,,,,,,,System.Byte[]
467,GROSS,GROSS & JOHNSON PUB CO,,,,,,,,System.Byte[]
468,BANTAM,BANTAM BOOKS,666 Fifth Ave,New York,NY,10103,800-223-6834,212-765-3869 ,GENERAL TRADE BOOKS - HARDCOVER JUVENILE AND YOUNG ADULT BOOKS PAPERBACK BOOKS - MASS MARKET PAPERBACK BOOKS - TRADE FILM, VIDEO 
NAVAL, MARITIME,System.Byte[]
469,SHERIDAN HOUSE,SHERIDAN HOUSE,,,,,,,,System.Byte[]
470,ANAYA,ANAYA MULTIMEDIA,,,,,,,,System.Byte[]
471,RANDOM HOUSE,RANDOM HOUSE,,,,,,,,System.Byte[]
472,MCGRAW-HILL SOFTWARE,MCGRAW-HILL SOFTWARE,1221 Ave of the Americas,New York,NY,10020,800-822-8138,,,System.Byte[]
473,BROOKS/COLE,BROOKS/COLE PUB CO,,,,,,,,System.Byte[]
474,GOLDEN GLOW PR,GOLDEN GLOW PR,,,,,,,,System.Byte[]
475,LAKE PUB,LAKE PUB CO,,,,,,,,System.Byte[]
476,HP,HP BOOKS,,,,,,,,System.Byte[]
477,ENGLISH 1 COMPUTER TUTORIAL,ENGLISH 1 COMPUTER TUTORIAL,,,,,,,,System.Byte[]
478,TAB BOOKS SOFTWARE,TAB BOOKS SOFTWARE,P.O. Box 40,Blue Ridge Summit,PA,17294-0850,800-822-8138,717-794-2080,,System.Byte[]
479,PUTNAM PUB GROUP,PUTNAM PUB GROUP,,,,,,,,System.Byte[]
480,DTECHNIQUE ASSOC,DTECHNIQUE ASSOC,11711 N College Ave, Suite 140,Carmel,IN,46032,,,,System.Byte[]
481,FLIP TRACK LEARNING SYSTEMS,FLIP TRACK LEARNING SYSTEMS,,,,,,,,System.Byte[]
482,SILMA DELTA RESEARCH,SILMA DELTA RESEARCH,,,,,,,,System.Byte[]
483,COLLEGE ART,COLLEGE ART ASSN,,,,,,,,System.Byte[]
484,GOLDEN WEST PRODUCTS,GOLDEN WEST PRODUCTS INTL,P.O. Box 64256, 50 W. Kellogg Blvd.,St. Paul,MN,55164-0526,,,,System.Byte[]
